item_id,title,current_tags,suggested_add_tags,suggested_folder,suggested_correspondent,confidence,reason,source_query
DgiVzyd9psp-deK4EDHmVag-ScoxNryYysr-i4gGP5sNJEd,Egalitarianism as Revolt against Nature.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
DSiR2fXtH1g-fpq5UtLvUwW-PGhhm9GWFju-VefXbSMNwEx,Ellis - The Partnership; the Making of Goldman Sachs (2008).pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
BVsGoJPds9H-sWd1m1MaR5i-14tB9Z57x71-ErvBYGo31S9,"Encyclopedia of Business & Finance, 2 edition.pdf",,bank;contract;insurance;invoice;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
C1uWmGpm1Mh-LZDApFchzKu-GFfidvzkWxh-1DXc17iCY1z,endogenous_money.pdf,,contract;insurance;telecom,,A1,0.85,matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; inbox:yes"
6xANrgktCnu-sGnUy1Tq6pj-tDtX2fSAq6S-MFepppuQH1,equity-market-an-introduction.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6zYjkYV9ZDu-f8h33p2bdqq-cuvVXTGACB3-wbreoBM7uRc,Essay_on_economic_theory_cantillon.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
5s9dbLgof7n-M5fXwdtBFE8-NU6LrrXQJKv-AMxxBfV6B1h,Euro Crash How Asset Price Inflation Destroys the Wealth of Nations (1).pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
9N79LKEmr1V-wdp3d7A2968-2oBB5SQAQo8-kSWRXDTauv6,Europe and the Financial Crisis.pdf,,bank;banking;contract;insurance;invoice;receipt,,UniCredit,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious UniCredit signal; matched receipt/kasov search,"!exist:folder; content:""UniCredit""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4jKMYQfagKV-qwiR8dRBVsW-1e85bx3FQ1T-NadUy5ifBUx,Explorations in Economics .pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
FzRK8E8yPek-B1BqrKLqMUP-UzzK11r2XNz-e8Y6hZEZbmz,"Exploratory Data Analysis in Business and Economics An Introduction Using SPSS, Stata, and Excel.pdf",,bank;contract;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""statement""; inbox:yes"
8PJ9M8kFSMG-ji7WfZtbBb9-ZZL5qCLiwi7-HXLWWYyKUgg,F. William Engdahl - Gods of Money - 2009.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6vZv5BPQ5hn-1axAGUF4kgi-KqWmNq4XuKQ-6n6yWbrgSXT,Ferguson_The-Ascent-of-Money-2008-Synopsis.pdf,,contract,,,0.70,matched contract/dogovor search,"!exist:folder; content:""contract""; inbox:yes"
8pKnf7fUFC3-Gewa1XXg5iH-UKiG7qLXEnt-raEL5TEGaTz,Financial and Macroeconomic Connectedness A Network Approach to Measurement and Monitoring .pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
5drdKQeNcMT-DJkj4kjmuiX-bJSzpAD11jg-u93RCo9Q8Zx,Financial Distress and Corporate Turnaround An Empirical Analysis of the Automotive Supplier Industr.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
8gzX3bTYTLn-3H2brRtMLzh-p6JccERBNyt-3nV5qcqfVvw,Financial Engineering The Evolution of a Profession.pdf,,bank;contract;insurance;invoice;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
2eZm6wAocbi-j6VBEmRAspW-7F9xsfS7Tkb-PNxXrVSRd4s,Financial Literacy Education EduOurSavAndSpeHab.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Dd1eL3Vz2CS-vsYE5DphowL-aev9woZtme7-xPG6KTAWAjV,"Financial System Stability, Regulation, and Financial Inclusion.pdf",,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6ELLCGqBryU-dRx1r2CkTrq-xDuYKN7ns9A-A89zJEXQxtM,financial-econometrics-eviews.pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
GiYnF9xKgSR-EbcRWkorPQQ-F32H9G2u3sy-WLfXdPxW69Q,financial-econometrics-eviews.pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
E9edR1Azjvz-1Ub9fdhBfLY-L1BHf4t45YQ-EywXsAqJ6Ab,financial-system-an-introduction.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
J9VnbZ3P3xm-opSEaQVkmyi-7md3LBDsbPw-hjRsteQqPRt,"Finanz- und Wirtschaftsmathematik im Unterricht Band 1- Zinsen, Steuern und Aktien.pdf",,bank;telecom,,A1,0.85,matched bank statement search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""statement""; inbox:yes"
GDSaNbEGvD3-nfar8gQxniY-tL9vRiJez1U-QrAig9VTyfu,First Time Manager.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
2nL9jPeXN9A-C1i6RwW767e-SHkcN9oqm8j-h5isV4pjHwj,Fixed-Income-Analysis.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
C7nxNLvrycQ-gKPwYRhebJm-BJNAuKMPWzR-9AiawQPoRjY,foreign-exchange-market-an-introduction.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
DNYwThRsu57-1SaY2B32pu1-ZwR74ZYt3GQ-LXnsoWW92rS,Foundation Of Finance Glo9thEdi.pdf,,bank;contract;insurance;invoice;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
FsZVadKoa4X-HUFaLuWB23e-xy91pjbZ8MP-9kariHbxXNx,Free Market Economics A Basic Reader.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
F6hErt6tWpL-WmMXCGecvdC-wtaK2dt9ki8-D6dPmj7QYBa,"Funds Private Equity, Hedge and All Core Structures.pdf",,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9VxvjyNQTxe-piV1MRgsH21-XUMYRVAfdU3-V5an2RgkuHv,Future Performance Measurements in the Age of AI.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
3ceHzn7m3RY-7ZbnFH6roxN-egGY2za8B3A-zvnXtotKfBy,Game Theory and Exercises.pdf,,contract;insurance;telecom,,A1,0.85,matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; inbox:yes"
eoDZM6AeGad-Lm8v8FM54GC-WtrzjWSRNS1-ogjU9CteCj,Game-Theory-and-Economic-Analysis.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
Bku7Vtps77x-3oUvkChyZXU-zFDqkYLiXKn-fNiKozhjpDc,Gamification in Business.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
3NToDZEaXnb-mofAxnydBuH-Vh1RxGyLEQ4-8SSPXNny2fD,GDP _ a brief history.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
DMmPRPvyiDu-1t2ejEm6H49-azkQpGw6YyX-iQtfVVFc3dp,geoeconomics.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
EJXhShQonp7-5f5i5xowEwD-6XJ7mQufWSb-r4PXt5ysJz8,geoeconomics.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
EhbS7qtsLdx-oJLFJeFmN2b-VSddYYL3vHT-Xp2AuSsfsUB,geoeconomics.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
DaUSe1hdDoW-dUWChbrc6pw-Hz4Q8jH7u5b-zmhgkQZGu7V,"Geopolitics The Geography of International Relations, 3rd edition.pdf",,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
26aCZiCpTZv-3d2sRs41uw3-v4GbpxuRod2-b8Np7qS67w6,Gide-Charles-Rist-Charles-A-history-of-economic-doctrines-from-the-time-of-the-physiocrats-to-the-present-day-1915.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
AeVCNsToUoo-irDFvBvwxaT-yUazt5gkwx3-QVkisSSap9f,Global Financial Systems - Stability and Risk.pdf,,bank;banking;contract;insurance;invoice;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal; matched obvious UniCredit signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""UniCredit""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9zFJBUMPaBX-nQEHgGSK7gw-NtQbC1rzHc3-vZzw1kcV97A,Global Governance and Regulatory Failure The Political Economy of Banking.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
3za5cALbX4d-emHt71Rhenk-3KAojxHm2Ba-pakpgc9Zodc,global-financial-markets-volatility-and-reforms.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
Dz4h3WEY8id-YqzkBESgSxg-9U3rMgzkZ7c-4kDr3ACWoyr,God s Gold.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Dk9PhMJuGPY-hX7gcscypdH-hN7grfPtGAD-9NtFWD1dqoP,"Godley & Lavoie - Monetary Economics; an Integrated Approach to Credit, Money, Income, Production and Wealth (2007).pdf",,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
GCXs9ZxGUcu-jmEVTPwxcya-TcrD8HnS7so-shpxqD5UFti,GoldYellowDevil.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9WLTBNuo9DN-bukGcBPvUqC-1t2pdnfxyDC-V14oVzmPKZS,Governance Aspects of Duty of Care.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
33SPRKFHDyx-o4scyPTYF5E-s8TyjhJByxL-2upTsmBVtTT,Government and the Economy An Encyclopedia.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
99RXWzwdErN-bnZfVwSzsib-NYnsyh4PXds-CEAPFiY89Ti,Grem-The-Money-Manipulators-the-Bankers-That-Stole-America-1971.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
GQbCnTAdH9F-rDCh9STCMhJ-6kep6Z2T5bZ-sAKPq9Aeyes,"Guide to Hedge Funds What They Are, What They Do, Their Risks, Their Advantages, 2 edition.pdf",,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
DdRVushLjho-HbtmENSJ5kt-NWHKA1ePrgB-UhGAGfo1eHg,H_Minsky Fin Instability Hypothesis.pdf,,contract;receipt,,,0.70,matched contract/dogovor search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""receipt""; inbox:yes"
FETs14hBjGV-4SQW36TwAB8-dQL7edj7fk5-sP4koCcyqqT,ha-joon-chang-bad-samaritans.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
54Ha9JVPB3t-hQ2ieHUyopJ-EvxE9YsoRiG-6QWVuc4MxLn,"Handbook of the Economics of Finance, Volume 2A.pdf",,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
DbyKcThPTxU-L2o2aEiqFS9-3jrnRaaEA8u-XTmYJertcFD,Hayek's Constitution of Liberty.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
7skP57U5mmB-qywF3GqcVVp-tXLZzbMJDEb-xY1GGJqbWCh,Hayek-The-Paradox-of-Saving.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
ArgaSZhoVE4-P9hBwUSjTxD-TsmcEzcbUgJ-zXehAyN4Rdm,hayekintellectuals.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
2rYoUvhcfEw-8yTnio8ufsZ-vYU8RwNWLWy-SrUUD7NRP39,Hedge Funds Demystified.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
BVoTSGLgeek-PZ8Mky6C4qT-T5T8cfteXkq-AZtk6bDxZ9S,Henry Miller - Tropic of cancer.pdf,,contract;receipt,,,0.70,matched contract/dogovor search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""receipt""; inbox:yes"
CB9bGsNnaFP-cEex9QF8sQG-ntP9meRcsKr-V2uYVpyr9px,Hester - The Evolution of Monetary Policy and Banking in the US (2008).pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4xQdEfps7eu-swQZRBVWFpp-X6KTB6wwps6-PmQ2EUd1EM2,Hetzel - The Monetary Policy of the Federal Reserve (2008).pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
FXePFyEGHAz-wppESYC8mbM-PZ6HfdsR3nk-vJipGHVd1MU,"High Value, Low Cost Team Building Activities.pdf",,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
8Gtu7GhmzRv-rqdpPh9SUCr-zwpmDrNaGwx-NEQKmxn98QX,High-impact interpersonal skills.pdf,,contract,,,0.70,matched contract/dogovor search,"!exist:folder; content:""contract""; inbox:yes"
HnYuc2UJaMr-ecxDPxCXujg-hrXHv9uMuCS-JWiT2B5PitU,History-Money-Usury-in-America-Revised-2015.pdf,,bank;banking;contract;insurance;receipt,,DSK,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious DSK signal; matched receipt/kasov search,"!exist:folder; content:""DSK""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Ge969B7sTVQ-Wu583Za2yfM-Z7ttKN3heME-ZmBR7ZzEBNY,History_of_Banks_Hildreth.pdf,,bank;contract;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""receipt""; content:""statement""; inbox:yes"
5KUreNMNhbn-syxQRRi1dKA-X2H7eTznFML-U4vhbBz8EV1,history_of_crisis_sprague.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
8uhdtDHUL99-eewb1bpc2Pd-2qmF1HrsA34-1Dn2XW5ZenB,Hogan - The Secrets of Wall Street; Raising Capital for Start-Up and Early-Stage Companies (2010).pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
2Nv99m863Y2-PUcxWsqLqLA-hh5gzuW8oAr-wNAgRx3UfbJ,Home Plan Doctor_ The Essential Companion for  Anyone Buying a Home Design Plan ( PDFDrive ).pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
9MfKYHerPWk-CpCJpDuc87j-Hg3DtorpdPN-t1VpXjFAc45,Hotel Management.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
DifdbZMP6qc-7GhciwbBRtN-VB34i2wthwH-i9yjA2HrYwv,How Adam Smiths Invisible Hand Was Corrupted by Laissez-Faire Economics.docx,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
iux3bJB28Kd-NPBMfUjdKUY-iiqU5YLNhnu-5QNh5SCJ3m,How Rich nations got Rich.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
CfXb2xJjKpU-aBPMANYTDaV-1Lf4YaQkvBq-f7L642VWRgx,How State leads to destruction.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
H59vHNzbtbJ-wV1JvBZCvGF-FV7DJ7ag8fv-6ZY4TgjeExk,How the Economy Was Lost.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
A7KtRkyr9Ah-NhJc13Dg6rf-Mmb7mAEAJbb-AXcBsbvGU7E,How to Diagnose and Fix Everything Electronic ( PDFDrive ).pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
BGjp1P23vt7-mEYPFqTaz5u-gXxadWMF8ze-oeThVX57Roh,How to Evaluate Performance.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
2FvLuQfMGyL-niWiRrd6jg8-wCYc6koFYcj-x8JPdSscwtv,How to improve your company’s performance.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4z87T5anciY-AaUNPHABVHo-vZHA1UzEuiM-VtfC5WmAQvQ,How to improve your company’s performance.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
EEpNLaHJ92J-hF38GWjNFGr-Kxtye9qQnoK-qmtZHg6HZg4,How to Improve Your Production_ Part I.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
FRvdDtSFMPD-1Hc2roCe9dM-Ufzk2PdQnFS-gJxteBVuw3R,How to Improve Your Production_ Part I.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
DLna2VQU6ZP-QjwUh876tFB-85EcggfH5Ld-1wVnkrW1mvt,How to Improve Your Production_ Part II.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
GcgVq2BjYkm-wPCw5NGf4Ym-34AfMnvokUX-41WGgw3LYZ3,How to Improve Your Production_ Part II.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
85zBASt4tTz-3Ms221T2Wne-NoQVepJk71p-jGBTTCx8g14,How to influence organisational change.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
3cfCWaqjUMx-TFPT1XPShDp-6hgB5KdSGuo-8Yxw9txuwdM,How work environment impacts productivity.pdf,,insurance;invoice,,,0.70,matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""invoice""; content:""policy""; inbox:yes"
9WHWfBKDvWH-oKPvLwUs8fC-ffSYiQqdXMy-XSSgrmMRuEW,How Your House Works_ A Visual Guide to Understanding and Maintaining Your Home ( PDFDrive ).pdf,,contract,,,0.70,matched contract/dogovor search,"!exist:folder; content:""contract""; inbox:yes"
4DHa94MoE3k-jb7WY1tEKuo-giSLzYpEiFa-Zabrh8ReMS6,How_do_banks_create_money_and_why_can_other_firms_.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
AAcD3tgpzwU-RN7yakJ8Ngq-fQvUqF9Kvse-AuH4JixvyjK,Howarth & Loedel - The European Central Bank; the New European Leviathan (2003).pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
6qcTjtS1zaR-yyTnaxArAVQ-HrvPcnxPiYu-Z3TcLFGB5Hx,IL_CAPITALISMO_FINANZIARIO (1).pdf,,banking,,UniCredit,0.85,matched obvious UniCredit signal,"!exist:folder; content:""UniCredit""; inbox:yes"
U4HyzWrxBTo-9HParBW4wRW-5NNnHWS8HCU-877GGYe5rA,imperialism.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
9AjKduSVe1u-n9MH55jQ5PU-329aXFJw8vQ-ZJxBfF9pRqp,Improving Performance with Balanced Scorecard.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
